   8.16950035       5.94727945       1.00135887               7
           1           3  -5.89228868E-02
           1           4   4.61934209E-02
           1           5   8.76784325E-04
           1           6   1.18526220E-02
           2           3  -2.66608000E-02
           2           4  -4.13013697E-02
           2           5  -3.47419977E-02
   6.51533222       4.74300528      0.789589942               6
           1           5   2.72245407E-02
           1           6   5.76251745E-02
           1           2  -5.11081219E-02
           2           3  -3.37415934E-02
           2           5  -1.89085007E-02
           2           6   4.33413982E-02
   6.45959616       5.39066982      0.610578299              12
           1           3   6.42403960E-03
           1           4   8.04370642E-03
           1           5   1.34504437E-02
           1           6   2.08227634E-02
           1           1   3.10987234E-03
           1           2  -6.09675646E-02
           1           7   9.11664963E-03
           2           3 -0.222699642    
           2           4   9.04476643E-03
           2           6   3.27271223E-02
           2           1   9.69728231E-02
           2           2 -0.284692824    
   7.97796297       5.70218706       1.00483429               5
           1           3  -8.47376883E-02
           1           4  -1.67191029E-03
           1           5   8.64096284E-02
           2           4 -0.275220215    
           2           5 -0.291513443    
   6.04073668       5.34478664      0.469238698               4
           1           3  -3.75616550E-03
           1           5   2.50583887E-02
           1           2  -1.40607357E-03
           2           6  -1.98961496E-02
   8.07912445       6.02198505      0.915689051               5
           1           3  -1.66697800E-02
           1           4   1.19209290E-04
           1           5   2.22866535E-02
           2           4  -4.89016771E-02
           2           6  -5.73611259E-03
   5.56995058       5.85284424      0.951056063              10
           1           3  -1.74435973E-02
           1           4  -1.32312179E-02
           1           5   1.36156082E-02
           1           6   1.44114494E-02
           1           1  -8.11155438E-02
           1           2  -4.60770130E-02
           1           7  0.129840493    
           2           4  -5.48021793E-02
           2           6  -4.12296057E-02
           2           1  -1.11392736E-02
   8.82581711       5.82940674       1.17922843               9
           1           3  -8.04140568E-02
           1           4   1.11256838E-02
           1           5   7.91215897E-03
           1           6   8.58974457E-03
           1           1   2.65866518E-03
           1           2   5.01278043E-02
           2           3  -7.61773586E-02
           2           5  -8.98046494E-02
           2           6  -3.46972942E-02
   6.09588909       10.0941381       1.68458414               7
           1           3  -5.74346781E-02
           1           4   7.10165501E-03
           1           5  -3.95933390E-02
           1           1  -3.94772291E-02
           1           2  -7.16125965E-03
           1           7  0.136565089    
           2           4 -0.135681391    
   5.53330994       8.75469685      0.417899758               3
           1           3  -8.64888430E-02
           1           6   3.03595066E-02
           1           2   5.61293364E-02
   5.83765221       5.21938896      0.638212681               8
           1           3  -3.75462770E-02
           1           4  -1.51186585E-02
           1           5  -5.76496124E-04
           1           6   4.81351614E-02
           1           1   4.26458120E-02
           1           2  -3.75395417E-02
           2           6   5.43208122E-02
           2           2 -0.115236998    
   6.35252476       5.14847422      0.659670711               8
           1           3 -0.106435895    
           1           4  -4.81575727E-02
           1           5   3.81397009E-02
           1           2  -4.94040251E-02
           1           7  0.116560221    
           2           4  -6.28007650E-02
           2           6   4.92976904E-02
           2           2 -0.181962311    
   6.02645779       5.25305796      0.651791573              10
           1           3  -4.73959446E-02
           1           4  -2.72767544E-02
           1           5  -4.01091576E-03
           1           6   4.39844131E-02
           1           1   1.36458874E-02
           1           2  -2.21155882E-02
           1           7   4.31690216E-02
           2           4  -4.14605141E-02
           2           6   6.65168762E-02
           2           2 -0.151143789    
   8.93429470       5.53991604       1.18942642               5
           1           3  -3.56488824E-02
           1           4   5.62739372E-02
           1           5  -2.95007229E-02
           1           6   8.87572765E-03
           2           4  -2.47146487E-02
   4.72604990       5.89070606       1.59021342               9
           1           3  -8.24786425E-02
           1           4  -3.88860703E-04
           1           5   4.02183533E-02
           1           6  -6.64186478E-03
