   99.31600       2.342500      -1.290000    
   99.11530       2.314000     -0.9900000    
   98.75020       2.353300      -1.367000    
   98.93280       2.171300      -1.250000    
   98.99730       2.018300      -1.170000    
   99.07480       2.405700     -0.9210000    
   99.11920       1.788700     -0.4780000    
   98.76420       1.766200     -0.4000000    
   98.98280       2.464500     -0.9000000    
   98.87250       2.453700      -1.040000    
   98.65080       2.220500      -1.300000    
   99.03380       2.793500     -0.6270000    
   98.59570       2.725700     -0.9300000    
   99.36250       2.016700      -1.014000    
   98.53980       2.597200      -1.727000    
   99.23230       2.798300     -0.2950000    
   99.37230       2.565200     -0.2000000    
   98.13030       3.048300     -0.5460000    
   98.91330       2.540200      -1.449000    
   99.66320       2.457000     -0.4000000    
   98.34220       2.755800      -1.125000    
   97.57480       1.303500     -0.1700000    
   98.27350       2.620500     -0.7400000    
   98.51020       2.922200      -1.487000    
   98.69430       2.633800      -1.000000    
   98.88580       2.924800     -0.9700000    
   98.61830       2.950700      -1.453000    
   98.89930       1.555500     -0.2000000    
   99.11530       3.259700     -0.8200000    
   98.80130       2.719000     -0.9200000    
   98.90683       1.864333     -0.7627653    
   98.94417       1.950500      -1.135172    
   98.89750       1.553000     -8.4978137E-03
   98.95866       2.104167      -1.092255    
   98.61450       1.906833     -2.8456422E-02
   98.37517       1.784667      2.6807657E-02
   98.62950       2.160667      -1.161376    
   98.39917       2.025667     -9.6353907E-03
   98.47667       2.153667     -0.5193240    
   98.31300       2.113667     -2.9010354E-02
   98.36300       2.284333     -0.3416659    
   98.63950       2.518167      -1.856645    
   98.71684       2.570333     -0.9261351    
   98.21317       2.198000     -2.1732235E-02
   98.69267       2.716833     -0.9208937    
   98.48466       2.626167      -1.412949    
   99.17717       2.815000     -0.3179941    
   98.81050       2.816000      -1.197275    
   98.38633       2.719000      -1.141723    
   98.26217       2.656167     -0.5731670    
   98.69283       2.903500      -1.332765    
   98.85083       2.962333     -0.9978429    
   98.19100       2.664000     -0.4111483    
   98.50034       2.880833      -1.477558    
   98.60184       2.934167      -1.406456    
   98.56384       3.112333      -1.239021    
   98.83700       2.677667     -0.9247448    
   99.05267       2.331167     -0.9207753    
   98.42416       2.642667      -1.518070    
   98.84967       2.265167      -1.401144    
   99.09267       2.542667      -1.101066    
   98.85050       2.962667     -0.9969674    
   98.74683       2.278667      -1.403642    
   98.49950       2.321333     -0.9684337    
   98.93600       2.228667      -1.329596    
   99.16283       2.431500     -0.9168502    
   98.88667       2.437833     -0.9104111    
   98.98867       2.620667      -1.201046    
   99.33916       2.562333     -0.1793514    
   99.11784       1.785167     -0.4783250    
